model_family,model_name,parameters_json,evaluation_users,precision_at_5,precision_at_10,recall_at_5,recall_at_10,hit_rate_at_5,hit_rate_at_10,ndcg_at_5,ndcg_at_10,mrr,map_at_10,median_positive_rank,mean_positive_rank,catalog_coverage_at_10,novelty_at_10,intra_list_diversity_at_10,average_recommended_popularity_at_10,long_tail_share_at_10
secondary_tfidf_content,tfidf_ngram_1_1_topic_1_language_1,"{""historically_time_safe"": false, ""language_repeat"": 1, ""metadata_snapshot"": ""2026-06-13"", ""ngram_range"": [1, 1], ""topic_repeat"": 1, ""vocabulary_size"": 1862}",24968,0.01868792053828901,0.015003204101249598,0.09343960269144505,0.15003204101249598,0.09343960269144505,0.15003204101249598,0.05899208890473609,0.07711967118974584,0.07742021310962835,0.05515456609857443,44.0,53.30454982377443,,,,,
secondary_tfidf_content,tfidf_ngram_1_1_topic_1_language_2,"{""historically_time_safe"": false, ""language_repeat"": 2, ""metadata_snapshot"": ""2026-06-13"", ""ngram_range"": [1, 1], ""topic_repeat"": 1, ""vocabulary_size"": 1862}",24968,0.017798782441525152,0.016220762576097406,0.08899391220762576,0.16220762576097406,0.08899391220762576,0.16220762576097406,0.05664874619504621,0.08027242855222452,0.07705046249707359,0.055809436078180064,45.0,53.505807433514896,,,,,
secondary_tfidf_content,tfidf_ngram_1_1_topic_2_language_1,"{""historically_time_safe"": false, ""language_repeat"": 1, ""metadata_snapshot"": ""2026-06-13"", ""ngram_range"": [1, 1], ""topic_repeat"": 2, ""vocabulary_size"": 1862}",24968,0.018655879525793014,0.015960429349567446,0.09327939762896507,0.15960429349567445,0.09327939762896507,0.15960429349567445,0.06043868580654897,0.08153640973158272,0.0802509748523026,0.058214562258738806,43.0,52.64927106696572,,,,,
secondary_tfidf_content,tfidf_ngram_1_1_topic_2_language_2,"{""historically_time_safe"": false, ""language_repeat"": 2, ""metadata_snapshot"": ""2026-06-13"", ""ngram_range"": [1, 1], ""topic_repeat"": 2, ""vocabulary_size"": 1862}",24968,0.018535725728933035,0.016040531880807434,0.09267862864466517,0.16040531880807435,0.09267862864466517,0.16040531880807435,0.05938376717083172,0.08101765140335299,0.0792941158794226,0.05724395480182889,43.0,52.739306312079464,,,,,
secondary_tfidf_content,tfidf_ngram_1_2_topic_1_language_1,"{""historically_time_safe"": false, ""language_repeat"": 1, ""metadata_snapshot"": ""2026-06-13"", ""ngram_range"": [1, 2], ""topic_repeat"": 1, ""vocabulary_size"": 5116}",24968,0.01781480294777315,0.015031239987183595,0.08907401473886575,0.15031239987183595,0.08907401473886575,0.15031239987183595,0.0555836424758002,0.07521384277790907,0.07484111280986765,0.05272938249848696,45.0,53.45394104453701,,,,,
secondary_tfidf_content,tfidf_ngram_1_2_topic_1_language_2,"{""historically_time_safe"": false, ""language_repeat"": 2, ""metadata_snapshot"": ""2026-06-13"", ""ngram_range"": [1, 2], ""topic_repeat"": 1, ""vocabulary_size"": 5132}",24968,0.01702178788849728,0.015948413969881448,0.08510893944248639,0.15948413969881448,0.08510893944248639,0.15948413969881448,0.05453704669038905,0.07860007310440295,0.07578080658128704,0.05452215343576286,45.0,53.760453380326815,,,,,
secondary_tfidf_content,tfidf_ngram_1_2_topic_2_language_1,"{""historically_time_safe"": false, ""language_repeat"": 1, ""metadata_snapshot"": ""2026-06-13"", ""ngram_range"": [1, 2], ""topic_repeat"": 2, ""vocabulary_size"": 5257}",24968,0.01824735661646908,0.015579942326177506,0.0912367830823454,0.15579942326177507,0.0912367830823454,0.15579942326177507,0.056353223401528645,0.07691774849273185,0.07546980605852792,0.0533017341562279,43.0,52.77455142582506,,,,,
secondary_tfidf_content,tfidf_ngram_1_2_topic_2_language_2,"{""historically_time_safe"": false, ""language_repeat"": 2, ""metadata_snapshot"": ""2026-06-13"", ""ngram_range"": [1, 2], ""topic_repeat"": 2, ""vocabulary_size"": 5273}",24968,0.018207305350849086,0.015579942326177506,0.09103652675424544,0.15579942326177507,0.09103652675424544,0.15579942326177507,0.05526633337848336,0.07604172211453389,0.07437677549639357,0.05212042843410994,44.0,52.974967958987506,,,,,
secondary_static_content_hybrid,static_content_hybrid_content_0.10,"{""content_model"": ""tfidf_ngram_1_1_topic_2_language_1"", ""content_weight"": 0.1, ""historically_time_safe"": false, ""metadata_snapshot"": ""2026-06-13"", ""normalization"": ""candidate_rank"", ""primary_weight"": 0.9}",24968,0.03681512335789811,0.029581864786927266,0.18407561678949055,0.29581864786927264,0.18407561678949055,0.29581864786927264,0.11852976010040987,0.1544845348255862,0.13342943423340936,0.11186847736531332,26.0,40.81908843319449,,,,,
secondary_static_content_hybrid,static_content_hybrid_content_0.25,"{""content_model"": ""tfidf_ngram_1_1_topic_2_language_1"", ""content_weight"": 0.25, ""historically_time_safe"": false, ""metadata_snapshot"": ""2026-06-13"", ""normalization"": ""candidate_rank"", ""primary_weight"": 0.75}",24968,0.033747196411406596,0.02854854213393143,0.168735982057033,0.2854854213393143,0.168735982057033,0.2854854213393143,0.10558943045648848,0.1428980748915935,0.12228100734243823,0.10007031222186621,26.0,40.58883370714515,,,,,
